ID	Super_compound_class	Lipid_Category	Compound_type	Main_Class	Common_name	Abbreviation	Chemical_formula	DB_links	SMILES	Synonyms	Systematic_name
S-ADENOSYLMETHIONINE	-	-	Amino-Acid-Derivatives	-	S-adenosyl-L-methionine	SAM	(C 15);(H 23);(N 6);(O 5);(S 1)	(ZINC ZINC000004214738 NIL |kothari| 3853426203 NIL NIL); (SEED cpd00017 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM16 NIL |kothari| 3787514190 NIL NIL); (PUBCHEM 44229224 NIL |taltman| 3466375284 NIL NIL); (REFMET S-adenosyl-L-methioninate NIL |midford| 3701443689 NIL NIL); (BIGG amet NIL |kothari| 3661824226 NIL NIL); (PUBCHEM 24762165 NIL |kothari| 3641818093 NIL NIL); (METABOLIGHTS MTBLC59789 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01185 NIL |kothari| 3608597114 NIL NIL); (CHEBI 59789 NIL |caspi| 3501080055 NIL NIL); (LIGAND-CPD C00019 NIL |kr| 3346617700 NIL NIL); (CAS 29908-03-0)	C[S+](C[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))CC[C@@H](C(=O)[O-])[NH3+]	(S)-S-adenosyl-L-methionine; AdoMet; SAM; 2-S-adenosyl-L-methionine; S-adenosyl-methionine; adenosylmethionine; S-adenosylmethionine	['-']
Diacylglycerolhomoserines	-	-	Glycerides	-	diacylglycerolhomoserine	-	['-']	(SEED cpd19438 NIL |kothari| 3788273830 NIL NIL); (CHEBI 81557 NIL |kothari| 3787535128 NIL NIL); (METANETX MNXM11355 NIL |kothari| 3787514190 NIL NIL); (LIGAND-CPD C18168 NIL |kothari| 3787329138 NIL NIL)	C(OCC[C@H]([NH3+])C([O-])=O)[C@H](OC(=O)[R2])COC(=O)[R1]	DGHS; diacylglycerol-L-homoserine	['-']
Diacylglycerol-NNN-trimethylhomoserines	-	-	Diacyl-sn-Glycerols	-	diacylglyceryl-N,N,N-trimethyl-L-homoserine	-	['-']	(SEED cpd19439 NIL |kothari| 3788273826 NIL NIL); (METANETX MNXM17258 NIL |kothari| 3787514192 NIL NIL); (CHEBI 81558 NIL |kothari| 3780416720 NIL NIL); (LIGAND-CPD C18169 NIL |kothari| 3535124255 NIL NIL)	C[N+](C)(C)[C@@H](CCOC[C@H](OC(=O)[R2])COC(=O)[R1])C([O-])=O	DGTS; diacylglyceryl-N,N,N-trimethylhomoserine	['-']
ADENOSYL-HOMO-CYS	-	-	Modified-Amino-Acids	-	S-adenosyl-L-homocysteine	SAH	(C 14);(H 20);(N 6);(O 5);(S 1)	(ZINC ZINC000004228232 NIL |kothari| 3853420427 NIL NIL); (SEED cpd00019 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM19 NIL |kothari| 3787514193 NIL NIL); (PUBCHEM 25246222 NIL |kothari| 3780931552 NIL NIL); (REFMET S-Adenosylhomocysteine NIL |midford| 3697479617 NIL NIL); (BIGG ahcys NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC57856 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00939 NIL |kothari| 3608597114 NIL NIL); (CHEBI 57856 NIL |taltman| 3498180761 NIL NIL); (LIGAND-CPD C00021 NIL |kr| 3346617699 NIL NIL); (CAS 979-92-0)	C(SC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))C[C@@H](C(=O)[O-])[NH3+]	S-adenosylhomocysteine; S-adenosyl-L-homocysteine; 2-S-adenosyl-L-homocysteine; AdoHcy; 2-S-adenosyl-L-homocysteine; S-adenosyl-homocysteine; S-adenosylhomocysteine; adenosyl-homo-cys; adenosylhomocysteine; adenosylhomo-cys; SAH	['-']
PROTON	-	-	Subatomic-Particles; Monovalent-Inorganic-Cations	-	H+	-	(H 1)	(SEED cpd00067 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM1 NIL |kothari| 3787514192 NIL NIL); (BIGG h NIL |kothari| 3661824225 NIL NIL); (HMDB HMDB59597 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 1010 NIL |kothari| 3563632849 NIL NIL); (PUBCHEM 1038 NIL |taltman| 3466375285 NIL NIL); (CHEBI 15378 NIL |taltman| 3452438078 NIL NIL); (CAS 12408-02-5 NIL |kr| 3346617700 NIL NIL); (LIGAND-CPD C00080 NIL |kr| 3346617700 NIL NIL)	[H+]	hydrogen ion; proton; H	['-']
CPD-2187	-	Glycerolipids	Monogalactosyldiacylglycerols-34-1	Monohexosyldiacylglycerol	1-18:1-2-16:0-monogalactosyldiacylglycerol	18:1-16:0-MGDG	(C 43);(H 80);(O 10)	(ZINC ZINC000049889301 NIL |kothari| 3853422528 NIL NIL); (SEED cpd24372 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM9557 NIL |kothari| 3787514189 NIL NIL); (CHEBI 90507 NIL |kothari| 3716218713 NIL NIL); (PUBCHEM 44593354 NIL |kothari| 3641818093 NIL NIL)	CCCCCCCC\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCCCCCCCCCCCC)=O)=O	18:1-16:0-MGDG; 1-(9Z-octadecenoyl)-2-hexadecanoyl-3-O-beta-D-galactosyl-sn-glycerol	['-']
OXYGEN-MOLECULE	-	-	Inorganic-Compounds	-	dioxygen	O<sub>2</sub>	(O 2)	(SEED cpd00007 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM4 NIL |kothari| 3787514192 NIL NIL); (BIGG o2 NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC15379 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01377 NIL |kothari| 3604149734 NIL NIL); (CHEMSPIDER 952 NIL |kothari| 3563632861 NIL NIL); (PUBCHEM 977 NIL |taltman| 3466375284 NIL NIL); (CHEBI 15379 NIL |taltman| 3452438148 NIL NIL); (LIGAND-CPD C00007 NIL |kr| 3346617701 NIL NIL); (CAS 7782-44-7)	O=O	oxygen molecule; molecular oxygen; oxygen	dioxygen
Reduced-ferredoxins	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
CPD-2188	-	Glycerolipids	Monogalactosyldiacylglycerols-34-2	Monohexosyldiacylglycerol	1-18:1-2-16:1-monogalactosyldiacylglycerol	18:1-16:1-MGDG	(C 43);(H 78);(O 10)	(ZINC ZINC000095661206 NIL |kothari| 3853422528 NIL NIL); (SEED cpd24373 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM7971 NIL |kothari| 3787514191 NIL NIL); (PUBCHEM 90658678 NIL |kothari| 3641818093 NIL NIL)	CCCCCCCC\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/CCCCCCCC)=O)=O	18:1-16:1-MGDG; 1-(9Z-octadecenoyl)-2-(7Z-hexadecenoyl)-3-O-beta-D-galactosyl-sn-glycerol,	['-']
WATER	-	-	Compounds	-	H2O	-	(H 2);(O 1)	(BIGG h2o NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC15377 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB02111 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 937 NIL |kothari| 3563632863 NIL NIL); (CHEBI 15377 NIL |taltman| 3452438148 NIL NIL); (PUBCHEM 962 NIL |taltman| 3448034169 NIL NIL); (LIGAND-CPD C00001 NIL |kr| 3346617699 NIL NIL); (CAS 7732-18-5)	O	H2O; hydrogen oxide; water	['-']
Oxidized-ferredoxins	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
PALMITATE	-	Fatty acyls	Even-Straight-Chain-234-Sat-FA; Long-Chain-234-Saturated-Fatty-Acids; Saturated-Fatty-Acids	Non-esterified fatty acid	palmitate	hexadecanoate (n-C16:0); NEFA-miss	(C 16);(H 31);(O 2)	(ZINC ZINC000006072466 NIL |kothari| 3853426000 NIL NIL); (SEED cpd00214 NIL |kothari| 3788273826 NIL NIL); (METANETX MNXM108 NIL |kothari| 3787514192 NIL NIL); (REFMET Palmitic acid NIL |midford| 3701443689 NIL NIL); (BIGG hdca NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC7896 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00220 NIL |kothari| 3594494375 NIL NIL); (CHEMSPIDER 440215 NIL |kothari| 3563631569 NIL NIL); (CHEBI 7896 NIL |ong| 3523630742 NIL NIL); (PUBCHEM 504166 NIL |taltman| 3466375285 NIL NIL); (|Wikipedia| Palmitic_acid NIL |caspi| 3426256326 NIL NIL); (LIGAND-CPD C00249 NIL |keseler| 3342470915 NIL NIL); (CAS 57-10-3)	CCCCCCCCCCCCCCCC([O-])=O	hexadecanoate (n-C16:0); palmitic acid; hexadecanoate; hexadecanoic acid	['-']
CO-A	-	Fatty acyls	Cofactors	Acyl-Coenzyme A	coenzyme A	-	(C 21);(H 32);(N 7);(O 16);(P 3);(S 1)	(REFMET Coenzyme A NIL |midford| 3701443689 NIL NIL); (BIGG coa NIL |kothari| 3661824226 NIL NIL); (|Wikipedia| Coenzyme_a NIL |caspi| 3612121242 NIL NIL); (METABOLIGHTS MTBLC57287 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01423 NIL |kothari| 3608601855 NIL NIL); (CHEBI 57287 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 25113190 NIL |taltman| 3466375284 NIL NIL); (KNAPSACK C00007258 NIL |achi1| 3445698160 NIL NIL); (CAS 85-61-0); (LIGAND-CPD C00010 NIL |sreddy| 3298320400 NIL NIL)	CC(C)(COP([O-])(=O)OP(OC[C@H]3(O[C@@H](N1(C2(\N=C/N=C(C(\N=C/1)=2)/N)))[C@H](O)[C@H](OP([O-])(=O)[O-])3))(=O)[O-])[C@@H](O)C(=O)NCCC(=O)NCCS	CoA; Co-A-SH; HS-CoA	['-']
ATP	-	-	Purine-ribonucleosides-5-PPP	-	ATP	-	(C 10);(H 12);(N 5);(O 13);(P 3)	(ZINC ZINC000004261765 NIL |kothari| 3853420505 NIL NIL); (MEDIADB compounds/2/ NIL |midford| 3791153824 NIL NIL); (SEED cpd00002 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM3 NIL |kothari| 3787514189 NIL NIL); (REFMET ATP NIL |midford| 3701443689 NIL NIL); (BIGG atp NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC30616 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00538 NIL |kothari| 3608601728 NIL NIL); (CHEMSPIDER 4574455 NIL |kothari| 3563632023 NIL NIL); (CHEBI 30616 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 5461108 NIL |ong| 3523387880 NIL NIL); (LIGAND-CPD C00002 NIL |kr| 3346617701 NIL NIL); (CAS 56-65-5)	C(OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)	adenylpyrophosphate; adenosine-triphosphate; adenosine-5'-triphosphate	['-']
PALMITYL-COA	-	Fatty acyls	Long-Chain-234-Saturated-acyl-CoAs	Acyl-Coenzyme A	palmitoyl-CoA	Palmitoyl-CoA (n-C16:0CoA); Palmitoyl-ACoA (n-C16:0ACoA)	(C 37);(H 62);(N 7);(O 17);(P 3);(S 1)	(REACTOME-CPD 5358339 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00134 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM88 NIL |kothari| 3787514194 NIL NIL); (REFMET Palmitoyl-CoA NIL |midford| 3701443689 NIL NIL); (BIGG pmtcoa NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57379 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01338 NIL |kothari| 3608601663 NIL NIL); (CHEBI 57379 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 45266605 NIL |taltman| 3497976212 NIL NIL); (LIGAND-CPD C00154 NIL |kr| 3346617701 NIL NIL); (CAS 1763-10-6)	CCCCCCCCCCCCCCCC(SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(OP(=O)(OC[C@@H]1([C@@H](OP([O-])(=O)[O-])[C@@H](O)[C@@H](O1)N2(C3(\N=C/N=C(C(\N=C/2)=3)/N))))[O-])[O-])=O	Palmitoyl-CoA (n-C16:0CoA); hexadecanoyl CoA; palmityl-CoA; palmitoyl coenzyme A; palmitoyl CoA	['-']
PPI	-	-	Polyphosphates	-	diphosphate	-	(H 1);(O 7);(P 2)	(BIGG ppi NIL |kothari| 3661824225 NIL NIL); (CHEBI 29888 NIL |kothari| 3619448395 NIL NIL); (METABOLIGHTS MTBLC33019 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00250 NIL |kothari| 3608602249 NIL NIL); (DRUGBANK DB04160 NIL |kothari| 3594430422 NIL NIL); (CHEMSPIDER 996 NIL |kothari| 3563632853 NIL NIL); (PUBCHEM 1023 NIL |taltman| 3448034169 NIL NIL); (LIGAND-CPD C00013 NIL |kr| 3346617701 NIL NIL); (CAS 2466-09-3)	O=P(O)(OP([O-])([O-])=O)[O-]	PPi; PP; pyrophosphate	['-']
AMP	-	-	Purine-ribonucleosides-5-P	-	AMP	-	(C 10);(H 12);(N 5);(O 7);(P 1)	(ZINC ZINC000003860156 NIL |kothari| 3853420486 NIL NIL); (REFMET AMP NIL |midford| 3701443689 NIL NIL); (BIGG amp NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC456215 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00045 NIL |kothari| 3594494378 NIL NIL); (CHEMSPIDER 10239183 NIL |kothari| 3563631842 NIL NIL); (CHEBI 456215 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 15938965 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C00020 NIL |kr| 3346617700 NIL NIL); (CAS 61-19-8); (NCI 20264)	C(OP(=O)([O-])[O-])[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3)	5'-AMP; adenosine-monophosphate; adenylic acid; adenosine 5'-phosphate; adenosine 5'-monophosphate; adenylate; 5'-adenylic acid; 5'-adenosine monophosphate; adenine ribotide	['-']
CPD-2189	-	Glycerolipids	Monogalactosyldiacylglycerols-34-4	Monohexosyldiacylglycerol	1-18:2-2-16:2-monogalactosyldiacylglycerol	18:2-16:2-MGDG	(C 43);(H 74);(O 10)	(ZINC ZINC000062233376 NIL |kothari| 3853422530 NIL NIL); (SEED cpd24374 NIL |kothari| 3788273826 NIL NIL); (METANETX MNXM6594 NIL |kothari| 3787514192 NIL NIL); (CHEBI 83006 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 86290020 NIL |kothari| 3641818092 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/C\C=C/CCCCC)=O)=O	18:2-16:2-MGDG; 1-(9Z,12Z-octadecadienoyl)-2-(7Z,10Z-hexadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
CPD-8080	-	Glycerolipids	Monogalactosyldiacylglycerols-34-5	Monohexosyldiacylglycerol	1-18:2-2-16:3-monogalactosyldiacylglycerol	18:2-16:3-MGDG	(C 43);(H 72);(O 10)	(SEED cpd25031 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM7976 NIL |kothari| 3787514192 NIL NIL); (PUBCHEM 90657314 NIL |kothari| 3641818093 NIL NIL)	CCCCC\C=C/C\C=C/CCCCCCCC(OC[C@H](CO[C@@H]1(O[C@@H]([C@@H]([C@@H]([C@H]1O)O)O)CO))OC(CCCCC\C=C/C\C=C/C\C=C/CC)=O)=O	18:2-16:3-MGDG; 1-(9Z,12Z-octadecadienoyl)-2-(7Z,10Z,13Z-hexadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol	['-']
D-SEDOHEPTULOSE-1-7-P2	-	Sphingolipids	Sugar-bisphosphates	Long-chain base phosphate	D-sedoheptulose 1,7-bisphosphate	-	(C 7);(H 12);(O 13);(P 2)	(ZINC ZINC000003870279 NIL |kothari| 3853425329 NIL NIL); (SEED cpd00349 NIL |kothari| 3788273828 NIL NIL); (METANETX MNXM1294 NIL |kothari| 3787514192 NIL NIL); (REFMET Sedoheptulose 1,7-bisphosphate NIL |midford| 3701443689 NIL NIL); (CHEBI 58335 NIL |kothari| 3641835422 NIL NIL); (PUBCHEM 46878435 NIL |kothari| 3641818093 NIL NIL); (METABOLIGHTS MTBLC58335 NIL |kothari| 3609160997 NIL NIL); (HMDB HMDB60274 NIL |kothari| 3608602467 NIL NIL); (LIGAND-CPD C00447 NIL |kr| 3410284650 NIL NIL)	C(OP(=O)([O-])[O-])[C@@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(COP([O-])(=O)[O-])=O	sedoheptulose 1,7-bisphosphate; SBP	['-']
D-SEDOHEPTULOSE-7-P	-	-	Sugar-Phosphate	-	D-sedoheptulose 7-phosphate	-	(C 7);(H 13);(O 10);(P 1)	(ZINC ZINC000005132038 NIL |kothari| 3853425330 NIL NIL); (REACTOME-CPD 29882 NIL |kothari| 3788282686 NIL NIL); (SEED cpd00238 NIL |kothari| 3788273833 NIL NIL); (METANETX MNXM271 NIL |kothari| 3786132371 NIL NIL); (REFMET Sedoheptulose 7-phosphate NIL |midford| 3701443689 NIL NIL); (BIGG s7p NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC57483 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB01068 NIL |kothari| 3608640722 NIL NIL); (LIGAND-CPD C05382 NIL |kothari| 3536420098 NIL NIL); (CHEBI 57483 NIL |ong| 3523630742 NIL NIL); (PUBCHEM 46878379 NIL |ong| 3523387880 NIL NIL); (CAS 2646-35-7)	C(O)C([C@@H](O)[C@@H]([C@H](O)[C@@H](COP(=O)([O-])[O-])O)O)=O	D-Sedoheptulose-7-P; heptulose 7-phosphate; sedoheptulose-7-P; sedo-heptulose-7-phosphate	D-altro-2-heptulose, 7-(dihydrogen phosphate)
Pi	-	-	Phosphates	-	phosphate	-	(H 1);(O 4);(P 1)	(REFMET Phosphoric acid NIL |midford| 3701443689 NIL NIL); (BIGG pi NIL |kothari| 3661824226 NIL NIL); (PUBCHEM 3681305 NIL |kothari| 3619398602 NIL NIL); (CHEBI 43474 NIL |kothari| 3609163837 NIL NIL); (METABOLIGHTS MTBLC43474 NIL |kothari| 3609160995 NIL NIL); (HMDB HMDB00973 NIL |kothari| 3608597114 NIL NIL); (KNAPSACK C00007408 NIL |rleitao| 3434750086 NIL NIL); (CAS 14265-44-2)	[O-]P(=O)(O)[O-]	inorganic phosphate; phosphate-inorganic; Pi; orthophosphate; PO43-; HPO42-; HPO4-2; hydrogenphosphate	['-']
CPD-12581	-	-	Amino-Acid-Derivatives; CPD-20305; Polyisoprenoids	-	S-(2E,6E)-farnesyl-L-cysteine	-	(C 18);(H 31);(N 1);(O 2);(S 1)	(ZINC ZINC000002558954 NIL |kothari| 3853422026 NIL NIL); (SEED cpd20939 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM4102 NIL |kothari| 3787514190 NIL NIL); (LIGAND-CPD C19691 NIL |kothari| 3787329138 NIL NIL); (HMDB HMDB11627 NIL |kothari| 3608597114 NIL NIL); (CHEBI 62141 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 46926172 NIL |ong| 3523387880 NIL NIL)	CC(C)=CCCC(\C)=C/CCC(\C)=C/CSC[C@H]([NH3+])C(=O)[O-]	S-farnesylcysteine; L-Cysteine, S-(3,7,11-trimethyl-2,6,10-dodecatrienyl)-, (E,E)-; S-all-trans-farnesyl cysteine; S-trans, trans-farnesylcysteine; 2-trans-6- trans-farnesylcysteine; S-all-trans-farnesylcysteine	['-']
2-TRANS6-TRANS-FARNESAL	-	-	CPD-20303; Aldehydes	-	(2E,6E)-farnesal	-	(C 15);(H 24);(O 1)	(ZINC ZINC000001529658 NIL |kothari| 3853420157 NIL NIL); (SEED cpd02188 NIL |kothari| 3788273830 NIL NIL); (METANETX MNXM1959 NIL |kothari| 3787514190 NIL NIL); (REFMET (2-trans,6-trans)-farnesal NIL |midford| 3697479617 NIL NIL); (HMDB HMDB60356 NIL |kothari| 3608597114 NIL NIL); (CHEMSPIDER 4444210 NIL |kothari| 3563632130 NIL NIL); (PUBCHEM 5280598 NIL |taltman| 3466375284 NIL NIL); (LIGAND-CPD C03461 NIL |taltman| 3452530457 NIL NIL); (CHEBI 15894 NIL |taltman| 3452438197 NIL NIL)	CC(C)=CCCC(\C)=C/CCC(\C)=C/C=O	(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trienal; (2-trans,6-trans)-3,7,11-trimethyldodeca-2,6,10-trienal; (2E,6E)-3,7,11-trimethyl-2,6,10-dodecatrienal; E,E-farnesal; 2-trans-6-trans-farnesal	['-']
CYS	-	-	Amino-Acids-20; L-Amino-Acids; Non-polar-amino-acids; Uncharged-polar-amino-acids	-	L-cysteine	cys	(C 3);(H 7);(N 1);(O 2);(S 1)	(ZINC ZINC000000895042 NIL |kothari| 3853425142 NIL NIL); (MEDIADB compounds/679/ NIL |midford| 3791153825 NIL NIL); (MEDIADB compounds/95/ NIL |midford| 3791153824 NIL NIL); (METANETX MNXM55 NIL |kothari| 3787514190 NIL NIL); (REFMET Cysteine NIL |midford| 3697479617 NIL NIL); (BIGG cys__L NIL |kothari| 3661871748 NIL NIL); (METABOLIGHTS MTBLC35235 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00574 NIL |kothari| 3608597114 NIL NIL); (CHEBI 35235 NIL |ong| 3523630741 NIL NIL); (PUBCHEM 6419722 NIL |ong| 3523387880 NIL NIL); (KNAPSACK C00001351 NIL |achi1| 3445698165 NIL NIL); (CAS 4371-52-2); (LIGAND-CPD C00097 NIL |kr| 3346617701 NIL NIL); (CAS 52-90-4)	C(S)[C@@H](C(=O)[O-])[NH3+]	C; carbocysteine; cysteine; Cys; L-cys	['-']
HYDROGEN-PEROXIDE	-	-	Peroxides	-	hydrogen peroxide	-	(H 2);(O 2)	(SEED cpd00025 NIL |kothari| 3788273831 NIL NIL); (METANETX MNXM22 NIL |kothari| 3787514194 NIL NIL); (BIGG h2o2 NIL |kothari| 3661824226 NIL NIL); (METABOLIGHTS MTBLC16240 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB03125 NIL |kothari| 3608597114 NIL NIL); (PUBCHEM 784 NIL |taltman| 3448034169 NIL NIL); (CHEMSPIDER 763 NIL |kothari| 3563632891 NIL NIL); (CHEBI 16240 NIL |taltman| 3452363281 NIL NIL); (LIGAND-CPD C00027 NIL |kr| 3346617700 NIL NIL); (CAS 7722-84-1)	OO	hydroperoxide; perhydrol; H2O2	['-']
Palmitoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
MALONYL-ACP	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
3-oxo-stearoyl-ACPs	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
CARBON-DIOXIDE	-	-	Compounds	-	CO2	-	(C 1);(O 2)	(SEED cpd00011 NIL |kothari| 3788273829 NIL NIL); (METANETX MNXM13 NIL |kothari| 3787514191 NIL NIL); (BIGG co2 NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC16526 NIL |kothari| 3608991478 NIL NIL); (LIGAND-CPD C00011 NIL |pkarp| 3605739479 NIL NIL); (HMDB HMDB01967 NIL |kothari| 3604149739 NIL NIL); (UM-BBD-CPD c0131 NIL |kothari| 3594389386 NIL NIL); (CHEMSPIDER 274 NIL |kothari| 3563632945 NIL NIL); (CHEBI 16526 NIL |taltman| 3452363277 NIL NIL); (PUBCHEM 280 NIL |taltman| 3448034169 NIL NIL); (CAS 124-38-9)	C(=O)=O	carbonic anhydride; carbonic acid gas; carbon dioxide	['-']
ACP	COMP_NOT_FOUND	-	-	-	-	-	-	-	-	-	-
MAL	-	-	RS-Malate	-	(S)-malate	-	(C 4);(H 4);(O 5)	(ZINC ZINC000000895074 NIL |kothari| 3853425768 NIL NIL); (MEDIADB compounds/145/ NIL |midford| 3791153825 NIL NIL); (SEED cpd00130 NIL |kothari| 3788273832 NIL NIL); (METANETX MNXM98 NIL |kothari| 3787514192 NIL NIL); (REFMET Malic acid NIL |midford| 3701443689 NIL NIL); (BIGG mal__L NIL |kothari| 3661871717 NIL NIL); (METABOLIGHTS MTBLC15589 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00156 NIL |kothari| 3608601987 NIL NIL); (CHEMSPIDER 4573566 NIL |kothari| 3563632055 NIL NIL); (CAS 6915-15-7); (PUBCHEM 5459792 NIL |taltman| 3466375285 NIL NIL); (CHEBI 15589 NIL |taltman| 3452363473 NIL NIL); (CAS 97-67-6 NIL |kr| 3346617699 NIL NIL); (LIGAND-CPD C00149 NIL |kr| 3346617699 NIL NIL)	C(=O)([O-])C[C@H](O)C([O-])=O	(S)-malic acid; L-apple acid; L-malic acid; L-hydroxysuccinic acid; L-hydroxybutanedioic acid; L-malate	['-']
NAD	SUPER	-	NAD-P-OR-NOP	-	NAD+	-	(C 21);(H 26);(N 7);(O 14);(P 2)	(MEDIADB compounds/3/ NIL |midford| 3791153824 NIL NIL); (SEED cpd00003 NIL |kothari| 3788273827 NIL NIL); (METANETX MNXM8 NIL |kothari| 3787514191 NIL NIL); (REFMET NAD+ NIL |midford| 3701443689 NIL NIL); (BIGG nad NIL |kothari| 3661824225 NIL NIL); (METABOLIGHTS MTBLC57540 NIL |kothari| 3608991478 NIL NIL); (HMDB HMDB00902 NIL |kothari| 3608602071 NIL NIL); (CHEMSPIDER 10239196 NIL |kothari| 3563631841 NIL NIL); (CHEBI 57540 NIL |taltman| 3498180761 NIL NIL); (PUBCHEM 15938971 NIL |taltman| 3466375285 NIL NIL); (LIGAND-CPD C00003 NIL |kr| 3346617700 NIL NIL); (CAS 53-84-9)	C5(/C(/C(N)=O)=C\C=C/[N+](/[C@@H]4(O[C@H](COP(OP(OC[C@H]3(O[C@@H](N1(C2(\C(\N=C/1)=C(N)/N=C\N=2)))[C@H](O)[C@H](O)3))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)4))=5)	NAD+; beta-nicotinamide adenine dinucleotide; coenzyme I; diphosphopyridine nucleotide; diphosphopyridine nucleotide oxidized; nicotinamide adenine dinucleotide; nicotinamide adenine dinucleotide oxidized; NAD-oxidized; NAD-ox; DPN+; DPN-ox; DPN; &beta-nicotinamide adenine dinucleotide; NAD; &beta-NAD+	['-']
